"Time","Unix Time","Entry","Exit","No. of people remained","No. of people Entered","No. of People Left"
"10/25/17 7:06 PM","1508958360","8729","2761","5968","37","21"
"10/25/17 7:07 PM","1508958420","8750","2775","5975","21","14"
"10/25/17 7:08 PM","1508958480","8791","2788","6003","41","13"
"10/25/17 7:09 PM","1508958540","8811","2800","6011","20","12"
"10/25/17 7:10 PM","1508958600","8832","2807","6025","21","7"
"10/25/17 7:11 PM","1508958660","8847","2810","6037","15","3"
"10/25/17 7:12 PM","1508958720","8874","2817","6057","27","7"
"10/25/17 7:13 PM","1508958780","8904","2829","6075","30","12"
"10/25/17 7:14 PM","1508958840","8922","2840","6082","18","11"
"10/25/17 7:15 PM","1508958900","8944","2845","6099","22","5"
"10/25/17 7:16 PM","1508958960","8958","2853","6105","14","8"
"10/25/17 7:17 PM","1508959020","8969","2855","6114","11","2"
"10/25/17 7:18 PM","1508959080","8983","2857","6126","14","2"
"10/25/17 7:19 PM","1508959140","8992","2860","6132","9","3"
"10/25/17 7:20 PM","1508959200","9014","2864","6150","22","4"
"10/25/17 7:21 PM","1508959260","9026","2869","6157","12","5"
"10/25/17 7:22 PM","1508959320","9059","2888","6171","33","19"
"10/25/17 7:23 PM","1508959380","9099","2911","6188","40","23"
"10/25/17 7:24 PM","1508959440","9128","2921","6207","29","10"
"10/25/17 7:25 PM","1508959500","9149","2937","6212","21","16"
"10/25/17 7:26 PM","1508959560","9170","2943","6227","21","6"
"10/25/17 7:27 PM","1508959620","9199","2954","6245","29","11"
"10/25/17 7:28 PM","1508959680","9237","2966","6271","38","12"
"10/25/17 7:29 PM","1508959740","9276","2971","6305","39","5"
"10/25/17 7:30 PM","1508959800","9305","2982","6323","29","11"
"10/25/17 7:31 PM","1508959860","9337","2999","6338","32","17"
"10/25/17 7:32 PM","1508959920","9347","3008","6339","10","9"
"10/25/17 7:33 PM","1508959980","9361","3013","6348","14","5"
"10/25/17 7:34 PM","1508960040","9387","3021","6366","26","8"
"10/25/17 7:35 PM","1508960100","9400","3025","6375","13","4"
"10/25/17 7:36 PM","1508960160","9425","3035","6390","25","10"
"10/25/17 7:37 PM","1508960220","9435","3037","6398","10","2"
"10/25/17 7:38 PM","1508960280","9464","3050","6414","29","13"
"10/25/17 7:39 PM","1508960340","9486","3056","6430","22","6"
"10/25/17 7:40 PM","1508960400","9511","3064","6447","25","8"
"10/25/17 7:41 PM","1508960460","9521","3068","6453","10","4"
"10/25/17 7:42 PM","1508960520","9534","3075","6459","13","7"
"10/25/17 7:43 PM","1508960580","9554","3079","6475","20","4"
"10/25/17 7:44 PM","1508960640","9575","3089","6486","21","10"
"10/25/17 7:45 PM","1508960700","9588","3095","6493","13","6"
"10/25/17 7:46 PM","1508960760","9608","3099","6509","20","4"
"10/25/17 7:47 PM","1508960820","9630","3108","6522","22","9"
"10/25/17 7:48 PM","1508960880","9646","3115","6531","16","7"
"10/25/17 7:49 PM","1508960940","9672","3122","6550","26","7"
"10/25/17 7:50 PM","1508961000","9700","3137","6563","28","15"
"10/25/17 7:51 PM","1508961060","9717","3148","6569","17","11"
"10/25/17 7:52 PM","1508961120","9749","3160","6589","32","12"
"10/25/17 7:53 PM","1508961180","9757","3171","6586","8","11"
"10/25/17 7:54 PM","1508961240","9769","3174","6595","12","3"
"10/25/17 7:55 PM","1508961300","9786","3179","6607","17","5"
"10/25/17 7:56 PM","1508961360","9799","3186","6613","13","7"
"10/25/17 7:57 PM","1508961420","9829","3196","6633","30","10"
"10/25/17 7:58 PM","1508961480","9847","3207","6640","18","11"
"10/25/17 7:59 PM","1508961540","9865","3216","6649","18","9"
"10/25/17 8:00 PM","1508961600","9880","3219","6661","15","3"
"10/25/17 8:01 PM","1508961660","9897","3228","6669","17","9"
"10/25/17 8:02 PM","1508961720","9916","3230","6686","19","2"
"10/25/17 8:03 PM","1508961780","9929","3240","6689","13","10"
"10/25/17 8:04 PM","1508961840","9958","3247","6711","29","7"
"10/25/17 8:05 PM","1508961900","9987","3262","6725","29","15"
"10/25/17 8:06 PM","1508961960","10003","3267","6736","16","5"
"10/25/17 8:07 PM","1508962020","10024","3276","6748","21","9"
"10/25/17 8:08 PM","1508962080","10040","3280","6760","16","4"
"10/25/17 8:09 PM","1508962140","10057","3291","6766","17","11"
"10/25/17 8:10 PM","1508962200","10076","3296","6780","19","5"
"10/25/17 8:11 PM","1508962260","10085","3301","6784","9","5"
"10/25/17 8:12 PM","1508962320","10099","3308","6791","14","7"
"10/25/17 8:13 PM","1508962380","10111","3317","6794","12","9"
"10/25/17 8:14 PM","1508962440","10123","3321","6802","12","4"
"10/25/17 8:15 PM","1508962500","10143","3328","6815","20","7"
"10/25/17 8:16 PM","1508962560","10157","3335","6822","14","7"
"10/25/17 8:17 PM","1508962620","10172","3345","6827","15","10"
"10/25/17 8:18 PM","1508962680","10188","3352","6836","16","7"
"10/25/17 8:19 PM","1508962740","10207","3354","6853","19","2"
"10/25/17 8:20 PM","1508962800","10240","3372","6868","33","18"
"10/25/17 8:21 PM","1508962860","10257","3378","6879","17","6"
"10/25/17 8:22 PM","1508962920","10277","3385","6892","20","7"
"10/25/17 8:23 PM","1508962980","10304","3400","6904","27","15"
"10/25/17 8:24 PM","1508963040","10325","3406","6919","21","6"
"10/25/17 8:25 PM","1508963100","10341","3417","6924","16","11"
"10/25/17 8:26 PM","1508963160","10352","3423","6929","11","6"
"10/25/17 8:27 PM","1508963220","10360","3428","6932","8","5"
"10/25/17 8:28 PM","1508963280","10377","3437","6940","17","9"
"10/25/17 8:29 PM","1508963340","10392","3443","6949","15","6"
"10/25/17 8:30 PM","1508963400","10399","3447","6952","7","4"
"10/25/17 8:31 PM","1508963460","10415","3449","6966","16","2"
"10/25/17 8:32 PM","1508963520","10433","3458","6975","18","9"
"10/25/17 8:33 PM","1508963580","10446","3468","6978","13","10"
"10/25/17 8:34 PM","1508963640","10466","3481","6985","20","13"
"10/25/17 8:35 PM","1508963700","10488","3486","7002","22","5"
"10/25/17 8:36 PM","1508963760","10495","3490","7005","7","4"
"10/25/17 8:37 PM","1508963820","10506","3496","7010","11","6"
"10/25/17 8:38 PM","1508963880","10516","3500","7016","10","4"
"10/25/17 8:39 PM","1508963940","10528","3511","7017","12","11"
"10/25/17 8:40 PM","1508964000","10548","3516","7032","20","5"
"10/25/17 8:41 PM","1508964060","10563","3523","7040","15","7"
"10/25/17 8:42 PM","1508964120","10570","3527","7043","7","4"
"10/25/17 8:43 PM","1508964180","10585","3536","7049","15","9"
"10/25/17 8:44 PM","1508964240","10594","3539","7055","9","3"
"10/25/17 8:45 PM","1508964300","10609","3544","7065","15","5"
"10/25/17 8:46 PM","1508964360","10624","3549","7075","15","5"
"10/25/17 8:47 PM","1508964420","10637","3554","7083","13","5"
"10/25/17 8:48 PM","1508964480","10648","3558","7090","11","4"
"10/25/17 8:49 PM","1508964540","10657","3560","7097","9","2"
"10/25/17 8:50 PM","1508964600","10683","3573","7110","26","13"
"10/25/17 8:51 PM","1508964660","10707","3581","7126","24","8"
"10/25/17 8:52 PM","1508964720","10715","3582","7133","8","1"
"10/25/17 8:53 PM","1508964780","10732","3586","7146","17","4"
"10/25/17 8:54 PM","1508964840","10753","3592","7161","21","6"
"10/25/17 8:55 PM","1508964900","10771","3600","7171","18","8"
"10/25/17 8:56 PM","1508964960","10782","3607","7175","11","7"
"10/25/17 8:57 PM","1508965020","10795","3614","7181","13","7"
"10/25/17 8:58 PM","1508965080","10806","3620","7186","11","6"
"10/25/17 8:59 PM","1508965140","10821","3624","7197","15","4"
"10/25/17 9:00 PM","1508965200","10847","3636","7211","26","12"
"10/25/17 9:01 PM","1508965260","10853","3638","7215","6","2"
"10/25/17 9:02 PM","1508965320","10870","3649","7221","17","11"
"10/25/17 9:03 PM","1508965380","10891","3657","7234","21","8"
"10/25/17 9:04 PM","1508965440","10904","3665","7239","13","8"
"10/25/17 9:05 PM","1508965500","10927","3672","7255","23","7"
"10/25/17 9:06 PM","1508965560","10952","3693","7259","25","21"
"10/25/17 9:07 PM","1508965620","10962","3699","7263","10","6"
"10/25/17 9:08 PM","1508965680","10973","3703","7270","11","4"
"10/25/17 9:09 PM","1508965740","10989","3706","7283","16","3"
"10/25/17 9:10 PM","1508965800","11000","3711","7289","11","5"
"10/25/17 9:11 PM","1508965860","11015","3716","7299","15","5"
"10/25/17 9:12 PM","1508965920","11034","3721","7313","19","5"
"10/25/17 9:13 PM","1508965980","11046","3729","7317","12","8"
"10/25/17 9:14 PM","1508966040","11058","3732","7326","12","3"
"10/25/17 9:15 PM","1508966100","11068","3739","7329","10","7"
"10/25/17 9:16 PM","1508966160","11086","3751","7335","18","12"
"10/25/17 9:17 PM","1508966220","11093","3753","7340","7","2"
"10/25/17 9:18 PM","1508966280","11121","3767","7354","28","14"
"10/25/17 9:19 PM","1508966340","11132","3776","7356","11","9"
"10/25/17 9:20 PM","1508966400","11148","3786","7362","16","10"
"10/25/17 9:21 PM","1508966460","11180","3802","7378","32","16"
"10/25/17 9:22 PM","1508966520","11200","3813","7387","20","11"
"10/25/17 9:23 PM","1508966580","11220","3824","7396","20","11"
"10/25/17 9:24 PM","1508966640","11238","3837","7401","18","13"
"10/25/17 9:25 PM","1508966700","11257","3848","7409","19","11"
"10/25/17 9:26 PM","1508966760","11282","3860","7422","25","12"
"10/25/17 9:27 PM","1508966820","11310","3869","7441","28","9"
"10/25/17 9:28 PM","1508966880","11341","3886","7455","31","17"
"10/25/17 9:29 PM","1508966940","11376","3910","7466","35","24"
"10/25/17 9:30 PM","1508967000","11402","3929","7473","26","19"
"10/25/17 9:31 PM","1508967060","11426","3940","7486","24","11"
"10/25/17 9:32 PM","1508967120","11446","3951","7495","20","11"
"10/25/17 9:33 PM","1508967180","11471","3967","7504","25","16"
"10/25/17 9:34 PM","1508967240","11489","3973","7516","18","6"
"10/25/17 9:35 PM","1508967300","11530","3987","7543","41","14"
"10/25/17 9:36 PM","1508967360","11565","4011","7554","35","24"
"10/25/17 9:37 PM","1508967420","11586","4024","7562","21","13"
"10/25/17 9:38 PM","1508967480","11613","4039","7574","27","15"
"10/25/17 9:39 PM","1508967540","11659","4065","7594","46","26"
"10/25/17 9:40 PM","1508967600","11696","4087","7609","37","22"
"10/25/17 9:41 PM","1508967660","11728","4110","7618","32","23"
"10/25/17 9:42 PM","1508967720","11772","4134","7638","44","24"
"10/25/17 9:43 PM","1508967780","11795","4146","7649","23","12"
"10/25/17 9:44 PM","1508967840","11828","4170","7658","33","24"
"10/25/17 9:45 PM","1508967900","11852","4184","7668","24","14"
"10/25/17 9:46 PM","1508967960","11870","4189","7681","18","5"
"10/25/17 9:47 PM","1508968020","11885","4193","7692","15","4"
"10/25/17 9:48 PM","1508968080","11910","4199","7711","25","6"
"10/25/17 9:49 PM","1508968140","11927","4208","7719","17","9"
"10/25/17 9:50 PM","1508968200","11947","4218","7729","20","10"
"10/25/17 9:51 PM","1508968260","11960","4225","7735","13","7"
"10/25/17 9:52 PM","1508968320","11975","4229","7746","15","4"
"10/25/17 9:53 PM","1508968380","11992","4238","7754","17","9"
"10/25/17 9:54 PM","1508968440","11999","4244","7755","7","6"
"10/25/17 9:55 PM","1508968500","12003","4244","7759","4","0"
