"Time","Unix Time","Entry","Exit","No_of_people_remained","No_of_people_Entered","No_of_People_Left"
"10/25/17 7:09 PM","1508958540","31838","9080","22758","65","20"
"10/25/17 7:10 PM","1508958600","31938","9103","22835","100","23"
"10/25/17 7:11 PM","1508958660","32048","9138","22910","110","35"
"10/25/17 7:12 PM","1508958720","32129","9154","22975","81","16"
"10/25/17 7:13 PM","1508958780","32222","9181","23041","93","27"
"10/25/17 7:14 PM","1508958840","32342","9205","23137","120","24"
"10/25/17 7:15 PM","1508958900","32445","9225","23220","103","20"
"10/25/17 7:16 PM","1508958960","32539","9248","23291","94","23"
"10/25/17 7:17 PM","1508959020","32606","9258","23348","67","10"
"10/25/17 7:18 PM","1508959080","32709","9284","23425","103","26"
"10/25/17 7:19 PM","1508959140","32777","9308","23469","68","24"
"10/25/17 7:20 PM","1508959200","32871","9331","23540","94","23"
"10/25/17 7:21 PM","1508959260","32981","9367","23614","110","36"
"10/25/17 7:22 PM","1508959320","33089","9405","23684","108","38"
"10/25/17 7:23 PM","1508959380","33202","9451","23751","113","46"
"10/25/17 7:24 PM","1508959440","33334","9498","23836","132","47"
"10/25/17 7:25 PM","1508959500","33461","9548","23913","127","50"
"10/25/17 7:26 PM","1508959560","33593","9599","23994","132","51"
"10/25/17 7:27 PM","1508959620","33732","9653","24079","139","54"
"10/25/17 7:28 PM","1508959680","33867","9695","24172","135","42"
"10/25/17 7:29 PM","1508959740","33991","9742","24249","124","47"
"10/25/17 7:30 PM","1508959800","34093","9776","24317","102","34"
"10/25/17 7:31 PM","1508959860","34217","9827","24390","124","51"
"10/25/17 7:32 PM","1508959920","34339","9881","24458","122","54"
"10/25/17 7:33 PM","1508959980","34441","9924","24517","102","43"
"10/25/17 7:34 PM","1508960040","34544","9961","24583","103","37"
"10/25/17 7:35 PM","1508960100","34639","9997","24642","95","36"
"10/25/17 7:36 PM","1508960160","34742","10042","24700","103","45"
"10/25/17 7:37 PM","1508960220","34834","10076","24758","92","34"
"10/25/17 7:38 PM","1508960280","34920","10111","24809","86","35"
"10/25/17 7:39 PM","1508960340","35020","10147","24873","100","36"
"10/25/17 7:40 PM","1508960400","35129","10185","24944","109","38"
"10/25/17 7:41 PM","1508960460","35240","10227","25013","111","42"
"10/25/17 7:42 PM","1508960520","35350","10260","25090","110","33"
"10/25/17 7:43 PM","1508960580","35466","10297","25169","116","37"
"10/25/17 7:44 PM","1508960640","35602","10335","25267","136","38"
"10/25/17 7:45 PM","1508960700","35728","10383","25345","126","48"
"10/25/17 7:46 PM","1508960760","35814","10408","25406","86","25"
"10/25/17 7:47 PM","1508960820","35899","10426","25473","85","18"
"10/25/17 7:48 PM","1508960880","36004","10455","25549","105","29"
"10/25/17 7:49 PM","1508960940","36077","10476","25601","73","21"
"10/25/17 7:50 PM","1508961000","36163","10501","25662","86","25"
"10/25/17 7:51 PM","1508961060","36234","10522","25712","71","21"
"10/25/17 7:52 PM","1508961120","36313","10537","25776","79","15"
"10/25/17 7:53 PM","1508961180","36405","10568","25837","92","31"
"10/25/17 7:54 PM","1508961240","36494","10597","25897","89","29"
"10/25/17 7:55 PM","1508961300","36593","10645","25948","99","48"
"10/25/17 7:56 PM","1508961360","36682","10663","26019","89","18"
"10/25/17 7:57 PM","1508961420","36783","10703","26080","101","40"
"10/25/17 7:58 PM","1508961480","36866","10738","26128","83","35"
"10/25/17 7:59 PM","1508961540","36947","10771","26176","81","33"
"10/25/17 8:00 PM","1508961600","37024","10804","26220","77","33"
"10/25/17 8:01 PM","1508961660","37105","10835","26270","81","31"
"10/25/17 8:02 PM","1508961720","37204","10874","26330","99","39"
"10/25/17 8:03 PM","1508961780","37308","10901","26407","104","27"
"10/25/17 8:04 PM","1508961840","37403","10938","26465","95","37"
"10/25/17 8:05 PM","1508961900","37508","10971","26537","105","33"
"10/25/17 8:06 PM","1508961960","37567","10993","26574","59","22"
"10/25/17 8:07 PM","1508962020","37664","11029","26635","97","36"
"10/25/17 8:08 PM","1508962080","37729","11064","26665","65","35"
"10/25/17 8:09 PM","1508962140","37801","11089","26712","72","25"
"10/25/17 8:10 PM","1508962200","37897","11122","26775","96","33"
"10/25/17 8:11 PM","1508962260","37979","11152","26827","82","30"
"10/25/17 8:12 PM","1508962320","38077","11197","26880","98","45"
"10/25/17 8:13 PM","1508962380","38164","11230","26934","87","33"
"10/25/17 8:14 PM","1508962440","38254","11266","26988","90","36"
"10/25/17 8:15 PM","1508962500","38331","11289","27042","77","23"
"10/25/17 8:16 PM","1508962560","38397","11320","27077","66","31"
"10/25/17 8:17 PM","1508962620","38485","11354","27131","88","34"
"10/25/17 8:18 PM","1508962680","38561","11386","27175","76","32"
"10/25/17 8:19 PM","1508962740","38663","11420","27243","102","34"
"10/25/17 8:20 PM","1508962800","38759","11459","27300","96","39"
"10/25/17 8:21 PM","1508962860","38857","11495","27362","98","36"
"10/25/17 8:22 PM","1508962920","38932","11527","27405","75","32"
"10/25/17 8:23 PM","1508962980","39013","11555","27458","81","28"
"10/25/17 8:24 PM","1508963040","39074","11565","27509","61","10"
"10/25/17 8:25 PM","1508963100","39143","11583","27560","69","18"
"10/25/17 8:26 PM","1508963160","39218","11606","27612","75","23"
"10/25/17 8:27 PM","1508963220","39277","11637","27640","59","31"
"10/25/17 8:28 PM","1508963280","39349","11655","27694","72","18"
"10/25/17 8:29 PM","1508963340","39411","11676","27735","62","21"
"10/25/17 8:30 PM","1508963400","39487","11688","27799","76","12"
"10/25/17 8:31 PM","1508963460","39576","11718","27858","89","30"
"10/25/17 8:32 PM","1508963520","39657","11744","27913","81","26"
"10/25/17 8:33 PM","1508963580","39761","11788","27973","104","44"
"10/25/17 8:34 PM","1508963640","39819","11819","28000","58","31"
"10/25/17 8:35 PM","1508963700","39905","11859","28046","86","40"
"10/25/17 8:36 PM","1508963760","39975","11880","28095","70","21"
"10/25/17 8:37 PM","1508963820","40073","11918","28155","98","38"
"10/25/17 8:38 PM","1508963880","40144","11959","28185","71","41"
"10/25/17 8:39 PM","1508963940","40240","11993","28247","96","34"
